duplicate_id;duplicate_reason
25445;duplicate_aboabo_mkt_flows                                                                          
36345;duplicate_aboabo_mkt_flows                                                                          
36404;duplicate_aboabo_mkt_flows                                                                          
36716;duplicate_aboabo_mkt_flows                                                                          
36346;duplicate_aboabo_mkt_flows                                                                          
36921;duplicate_aboabo_mkt_flows                                                                          
36403;duplicate_aboabo_mkt_flows                                                                          
36717;duplicate_aboabo_mkt_flows                                                                          
9936;duplicate_aboabo_mkt_flows                                                                          
23803;duplicate_aboabo_mkt_flows                                                                          
28364;duplicate_aboabo_mkt_flows                                                                          
28365;duplicate_aboabo_mkt_flows                                                                          
28367;duplicate_aboabo_mkt_flows                                                                          
28368;duplicate_aboabo_mkt_flows                                                                          
28366;duplicate_aboabo_mkt_flows                                                                          
13774;duplicate_aboabo_mkt_flows                                                                          
30233;duplicate_aboabo_mkt_flows                                                                          
22571;duplicate_aboabo_mkt_flows                                                                          
19401;duplicate_aboabo_mkt_flows                                                                          
16361;duplicate_aboabo_mkt_flows                                                                          
33322;duplicate_aboabo_mkt_flows                                                                          
33323;duplicate_aboabo_mkt_flows                                                                          
33249;duplicate_aboabo_mkt_flows                                                                          
33250;duplicate_aboabo_mkt_flows                                                                          
19600;duplicate_aboabo_mkt_flows                                                                          
19602;duplicate_aboabo_mkt_flows                                                                          
19601;duplicate_aboabo_mkt_flows                                                                          
20175;duplicate_aboabo_mkt_flows                                                                          
28281;duplicate_aboabo_mkt_flows                                                                          
28277;duplicate_aboabo_mkt_flows                                                                          
27878;duplicate_aboabo_mkt_flows                                                                          
25378;duplicate_aboabo_mkt_flows                                                                          
25376;duplicate_aboabo_mkt_flows                                                                          
22529;duplicate_aboabo_mkt_flows                                                                          
18782;duplicate_aboabo_mkt_flows                                                                          
18316;duplicate_aboabo_mkt_flows                                                                          
13721;duplicate_aboabo_mkt_flows                                                                          
22186;duplicate_aboabo_mkt_flows                                                                          
19384;duplicate_aboabo_mkt_flows                                                                          
38626;duplicate_aboabo_mkt_flows                                                                          
19596;duplicate_aboabo_mkt_flows                                                                          
36094;duplicate_aboabo_mkt_flows                                                                          
36092;duplicate_aboabo_mkt_flows                                                                          
19225;duplicate_aboabo_mkt_flows                                                                          
19233;duplicate_aboabo_mkt_flows                                                                          
33359;duplicate_aboabo_mkt_flows                                                                          
33360;duplicate_aboabo_mkt_flows                                                                          
19610;duplicate_aboabo_mkt_flows                                                                          
19611;duplicate_aboabo_mkt_flows                                                                          
24135;duplicate_aboabo_mkt_flows                                                                          
24131;duplicate_aboabo_mkt_flows                                                                          
24133;duplicate_aboabo_mkt_flows                                                                          
19697;duplicate_aboabo_mkt_flows                                                                          
19214;duplicate_aboabo_mkt_flows                                                                          
919;duplicate_aboabo_mkt_flows                                                                          
28998;duplicate_aboabo_mkt_flows                                                                          
19777;duplicate_aboabo_mkt_flows                                                                          
19779;duplicate_aboabo_mkt_flows                                                                          
19778;duplicate_aboabo_mkt_flows                                                                          
19220;duplicate_aboabo_mkt_flows                                                                          
36086;duplicate_aboabo_mkt_flows                                                                          
36395;duplicate_aboabo_mkt_flows                                                                          
21980;duplicate_aboabo_mkt_flows                                                                          
21982;duplicate_aboabo_mkt_flows                                                                          
21983;duplicate_aboabo_mkt_flows                                                                          
36459;duplicate_aboabo_mkt_flows                                                                          
36460;duplicate_aboabo_mkt_flows                                                                          
24609;duplicate_aboabo_mkt_flows                                                                          
25311;duplicate_aboabo_mkt_flows                                                                          
34696;duplicate_aboabo_mkt_flows                                                                          
29074;duplicate_aboabo_mkt_flows                                                                          
17502;duplicate_aboabo_mkt_flows                                                                          
3018;duplicate_aboabo_mkt_flows                                                                          
4166;duplicate_aboabo_mkt_flows                                                                          
3013;duplicate_aboabo_mkt_flows                                                                          
3522;duplicate_aboabo_mkt_flows                                                                          
4369;duplicate_aboabo_mkt_flows                                                                          
18878;duplicate_aboabo_mkt_flows                                                                          
38516;duplicate_aboabo_mkt_flows                                                                          
3527;duplicate_aboabo_mkt_flows                                                                          
33972;duplicate_aboabo_mkt_flows                                                                          
33974;duplicate_aboabo_mkt_flows                                                                          
3025;duplicate_aboabo_mkt_flows                                                                          
18518;duplicate_aboabo_mkt_flows                                                                          
35213;duplicate_aboabo_mkt_flows                                                                          
35212;duplicate_aboabo_mkt_flows                                                                          
27799;duplicate_aboabo_mkt_flows                                                                          
35799;duplicate_aboabo_mkt_flows                                                                          
35800;duplicate_aboabo_mkt_flows                                                                          
33334;duplicate_aboabo_mkt_flows                                                                          
36114;duplicate_aboabo_mkt_flows                                                                          
17357;duplicate_aboabo_mkt_flows                                                                          
21883;duplicate_aboabo_mkt_flows                                                                          
27876;duplicate_aboabo_mkt_flows                                                                          
23107;duplicate_aboabo_mkt_flows                                                                          
16525;duplicate_aboabo_mkt_flows                                                                          
27877;duplicate_aboabo_mkt_flows                                                                          
28268;duplicate_aboabo_mkt_flows                                                                          
30124;duplicate_aboabo_mkt_flows                                                                          
3813;duplicate_aboabo_mkt_flows                                                                          
28269;duplicate_aboabo_mkt_flows                                                                          
30123;duplicate_aboabo_mkt_flows                                                                          
3818;duplicate_aboabo_mkt_flows                                                                          
3830;duplicate_aboabo_mkt_flows                                                                          
30244;duplicate_aboabo_mkt_flows                                                                          
30100;duplicate_aboabo_mkt_flows                                                                          
30242;duplicate_aboabo_mkt_flows                                                                          
4238;duplicate_aboabo_mkt_flows                                                                          
13811;duplicate_aboabo_mkt_flows                                                                          
15021;duplicate_aboabo_mkt_flows                                                                          
15278;duplicate_aboabo_mkt_flows                                                                          
15279;duplicate_aboabo_mkt_flows                                                                          
15019;duplicate_aboabo_mkt_flows                                                                          
3967;duplicate_aboabo_mkt_flows                                                                          
4026;duplicate_aboabo_mkt_flows                                                                          
4023;duplicate_aboabo_mkt_flows                                                                          
4134;duplicate_aboabo_mkt_flows                                                                          
4135;duplicate_aboabo_mkt_flows                                                                          
19675;duplicate_aboabo_mkt_flows                                                                          
19694;duplicate_aboabo_mkt_flows                                                                          
2965;duplicate_aboabo_mkt_flows                                                                          
2964;duplicate_aboabo_mkt_flows                                                                          
19178;duplicate_aboabo_mkt_flows                                                                          
18882;duplicate_aboabo_mkt_flows                                                                          
