id;label;type;spatial_category;distance_to_focal_city_km;fid_africapolis_near_settlement;distance_to_next_settlement_km;size_africapolis_near_settlement;name_africapolis_near_settlement;classification_rural_urban;spatial_category_revised;travel_time_h
773;Kama                                                                                                ;village within greater Bamako                     ;city region 50km                                  ;16.846235;26;20.42664261;2781796;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.423561111
731;N'Gabakoro-Droit                                                                                    ;town within greater Bamako                        ;city region 50km                                  ;17.093542;26;20.75642366;2781800;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.340980556
706;Kogninimi                                                                                           ;hamlet within greater Bamako                      ;city region 50km                                  ;17.975168;26;21.3230245;2781804;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.532069444
973;Dialakorobougou                                                                                     ;village within greater Bamako                     ;city region 50km                                  ;18.805167;26;21.61349443;2781808;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.339383333
705;Kobala                                                                                              ;village within greater Bamako                     ;city region 50km                                  ;18.8868;26;22.18078418;2781810;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.5477
771;Mounoumounoumba                                                                                     ;village within greater Bamako                     ;city region 50km                                  ;20.280763;26;23.94467242;2781734;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.445422222
665;Banakoro                                                                                            ;village within greater Bamako                     ;city region 50km                                  ;20.366733;6224;7.768622781;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.35065
727;Kambila                                                                                             ;town within greater Bamako                        ;city region 50km                                  ;20.414635;8953;7.054794846;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.360680556
797;Sirababougou                                                                                        ;village within greater Bamako                     ;city region 50km                                  ;20.697501;8953;15.80184672;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.704216667
1061;Banco (near checkpoint Kabala)                                                                      ;Villlage outside greater Bamako                   ;city region 50km                                  ;20.924208;8954;11.91813094;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.469358333
1025;Kola (Koulikouro)                                                                                   ;Town outside greater Bamako                       ;city region 50km                                  ;21.045516;8953;23.52668756;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.66375
724;Doubabougou                                                                                         ;town within greater Bamako                        ;city region 50km                                  ;21.295172;8953;13.22271843;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.7298
772;Sala                                                                                                ;town within greater Bamako                        ;city region 50km                                  ;21.506517;26;25.01254223;2781734;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.465297222
803;Zougoume                                                                                            ;village within greater Bamako                     ;city region 50km                                  ;21.617344;6224;10.29049019;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.589036111
1062;San-P?dro (C?te d'Ivoire)                                                                           ;City abroad                                       ;ECOWAS                                            ;883.596679;415;1.178940842;169513;San-Pedro                                         ;Urban                                             ;ECOWAS                                            ;16.63338333
840;Takoradi (Ghana)                                                                                    ;City abroad                                       ;ECOWAS                                            ;1096.978276;8207;2.693898349;679797;Takoradi                                          ;Urban                                             ;ECOWAS_international                              ;17.74194722
819;Niger                                                                                               ;Foreign country                                   ;ECOWAS                                            ;1177.019093;;;;;;ECOWAS                                            ;
1019;Tingol?                                                                                             ;Town outside greater Bamako                       ;city region 100km                                 ;93.247748;1680;20.5912093;45206;Fana                                              ;Rural                                             ;national                                          ;1.290077778
375;Pogo                                                                                                ;Town outside greater Bamako                       ;national                                          ;265.331036;5553;21.73166441;14214;Sansanding                                        ;Rural                                             ;national                                          ;4.467155556
343;Nampasso                                                                                            ;Town outside greater Bamako                       ;national                                          ;275.181638;2951;31.7553487;26878;Bla                                               ;Rural                                             ;national                                          ;4.725616667
31;Baramba                                                                                             ;Town outside greater Bamako                       ;national                                          ;276.464851;355;22.41330966;198426;Koutiala                                          ;Rural                                             ;national                                          ;4.982163889
347;Natien                                                                                              ;Town outside greater Bamako                       ;national                                          ;276.622833;235;16.78338306;279161;Sikasso                                           ;Rural                                             ;national                                          ;4.204241667
315;Missirikoro                                                                                         ;Town outside greater Bamako                       ;national                                          ;288.91443;235;8.86938469;279161;Sikasso                                           ;Urban                                             ;national                                          ;4.635183333
346;Nara                                                                                                ;Town outside greater Bamako                       ;national                                          ;289.885836;4313;1.015293167;18780;Nara                                              ;Urban                                             ;national                                          ;6.932175
281;Koundian                                                                                            ;Town outside greater Bamako                       ;national                                          ;297.058572;6386;61.71691739;12135;Tabakoto                                          ;Rural                                             ;national                                          ;7.268483333
77;Bolibana                                                                                            ;Town outside greater Bamako                       ;national                                          ;298.240398;1226;19.76888942;60432;Niono-Socoura                                     ;Rural                                             ;national                                          ;5.112194444
337;N'Toba                                                                                              ;Town outside greater Bamako                       ;national                                          ;298.512841;874;45.08190148;82135;San                                               ;Rural                                             ;national                                          ;4.978216667
206;Goundara                                                                                            ;Town outside greater Bamako                       ;national                                          ;299.603518;5702;59.89514845;13810;Mahina                                            ;Rural                                             ;national                                          ;7.63115
183;Finkolo (in Danderesso, Sikasso)                                                                    ;Town outside greater Bamako                       ;national                                          ;310.737346;235;19.33223026;279161;Sikasso                                           ;Rural                                             ;national                                          ;4.664811111
34;Diabaly                                                                                             ;Town outside greater Bamako                       ;national                                          ;310.905104;4630;2.532390055;17312;Diabaly                                           ;Urban                                             ;national                                          ;5.446955556
468;Toura-Kalanga                                                                                       ;Town outside greater Bamako                       ;national                                          ;321.180365;7520;52.68484984;10107;Marena                                            ;Rural                                             ;national                                          ;5.741119444
41;Adiora                                                                                              ;Town outside greater Bamako                       ;national                                          ;819.947629;659;132.355311;105890;Gao                                               ;Rural                                             ;national                                          ;15.871975
743;Ntiafadou                                                                                           ;village within greater Bamako                     ;city region 50km                                  ;19.682231;8953;10.26672608;2781813;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.612383333
792;Djidianda                                                                                           ;village within greater Bamako                     ;city region 50km                                  ;21.62518;8954;13.72552933;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.693561111
940;Dral (Kati)                                                                                         ;Villlage outside greater Bamako                   ;city region 50km                                  ;22.44677;8953;9.240384464;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.386097222
932;Baguin?da                                                                                           ;Villlage outside greater Bamako                   ;city region 50km                                  ;22.752205;26;26.06978711;2781734;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.546572222
730;Mountougoula                                                                                        ;town within greater Bamako                        ;city region 50km                                  ;23.596909;6224;19.39563682;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.523919444
738;S?riwala                                                                                            ;village within greater Bamako                     ;city region 50km                                  ;23.694381;8953;20.04867384;2781744;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.679986111
987;Mamaribougou (For checkpoint Kati)                                                                  ;Village outside greater Bamako                    ;city region 50km                                  ;24.200061;8953;16.28865903;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.841802778
793;Kl?ladji                                                                                            ;village within greater Bamako                     ;city region 50km                                  ;24.235359;8954;16.16542012;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.806458333
787;Kenenkoun                                                                                           ;town within greater Bamako                        ;city region 50km                                  ;24.29312;8954;13.35062186;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.787547222
789;Farabana                                                                                            ;village within greater Bamako                     ;city region 50km                                  ;24.599453;8954;12.12728858;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.459091667
746;Soribougou (in Kalban-Coro, Kati)                                                                   ;town within greater Bamako                        ;city region 50km                                  ;25.29729;8954;12.80560249;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.480669444
786;Nkomi                                                                                               ;village within greater Bamako                     ;city region 50km                                  ;25.385094;8954;16.18141552;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.830641667
777;Kodialani (in Safo, Kalban-Coro, Kati)                                                              ;hamlet within greater Bamako                      ;city region 50km                                  ;25.490664;8953;22.60009797;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.745311111
663;Kobalakoro                                                                                          ;town within greater Bamako                        ;city region 50km                                  ;25.866582;6224;28.2979764;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.417322222
717;Chodo                                                                                               ;village within greater Bamako                     ;city region 50km                                  ;26.138367;8953;24.81014712;2781744;Bamako                                            ;Rural                                             ;city region 50km                                  ;0.831419444
739;Donioumana                                                                                          ;village within greater Bamako                     ;city region 50km                                  ;26.152249;8953;21.70361344;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.762119444
1008;Kab?                                                                                                ;Village outside greater Bamako                    ;city region 50km                                  ;26.801899;6224;7.057061504;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.588652778
785;Sokorobounda                                                                                        ;village within greater Bamako                     ;city region 50km                                  ;27.347441;8954;18.83168469;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;1.210883333
815;Ferme de madame koita                                                                               ;farm within greater Bamako                        ;city region 50km                                  ;27.428698;1462;26.38501668;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;0.620711111
790;Sanankoroba                                                                                         ;village within greater Bamako                     ;city region 50km                                  ;27.998953;6224;0.340855148;12476;Sanankoroba                                       ;Urban                                             ;city region 50km                                  ;0.455925
768;Koniobla                                                                                            ;village within greater Bamako                     ;city region 50km                                  ;28.207534;6224;6.46922724;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.651794444
734;Tienfala                                                                                            ;town within greater Bamako                        ;city region 50km                                  ;28.325967;1462;25.66060815;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;0.578422222
784;Kodiala                                                                                             ;town within greater Bamako                        ;city region 50km                                  ;28.344084;8954;19.78038027;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;1.175602778
750;Falani                                                                                              ;town within greater Bamako                        ;city region 50km                                  ;30.616839;6224;16.24219469;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.863363889
804;Fiah                                                                                                ;village within greater Bamako                     ;city region 50km                                  ;31.012273;8953;22.6921382;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.916133333
1075;Fougadougou                                                                                         ;Village within greater Bamako                     ;city region 50km                                  ;31.01333;1462;22.82930478;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;0.626063889
745;Samaniana                                                                                           ;village within greater Bamako                     ;city region 50km                                  ;31.209725;8954;19.16933117;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.573130556
801;Tanima                                                                                              ;village within greater Bamako                     ;city region 50km                                  ;31.831276;1462;24.26815779;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;1.015230556
721;Dio Gare                                                                                            ;town within greater Bamako                        ;city region 50km                                  ;31.908629;8953;20.2780872;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.598341667
950;Dio (Kati)                                                                                          ;Village outside greater Bamako                    ;city region 50km                                  ;32.327914;8953;20.54006191;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.568008333
723;Dombila                                                                                             ;town within greater Bamako                        ;city region 50km                                  ;33.043781;8953;22.98227724;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.797294444
984;Tourela                                                                                             ;Town outside greater Bamako                       ;city region 50km                                  ;33.409367;6224;15.91106385;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.730211111
800;Digato                                                                                              ;village within greater Bamako                     ;city region 50km                                  ;35.574503;6224;10.06566111;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.771616667
767;Kassela                                                                                             ;town within greater Bamako                        ;city region 50km                                  ;35.974992;1462;33.4601211;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;0.557219444
666;Heremakono                                                                                          ;village within greater Bamako                     ;city region 50km                                  ;36.640417;6224;8.886904601;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.576863889
766;Y?l?k?bougou                                                                                        ;village within greater Bamako                     ;city region 50km                                  ;36.796722;8953;25.57513414;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.61445
799;Guelecoro                                                                                           ;village within greater Bamako                     ;city region 50km                                  ;37.146161;6224;9.645653919;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.630730556
769;Sidiankoro (in Dombila, Kati, Kati)                                                                 ;hamlet within greater Bamako                      ;city region 50km                                  ;37.359939;8953;27.56943364;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.907094444
798;Tomba                                                                                               ;village within greater Bamako                     ;city region 50km                                  ;37.716248;8953;28.63955923;0;Kati                                              ;Rural                                             ;city region 50km                                  ;1.002211111
1058;Y?k?bougou                                                                                          ;Villlage outside greater Bamako                   ;city region 50km                                  ;38.77628;8953;27.09214296;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.685538889
726;Kalifabougou                                                                                        ;town within greater Bamako                        ;city region 50km                                  ;39.16878;8953;25.87575231;0;Kati                                              ;Rural                                             ;city region 50km                                  ;0.724522222
931;Awala                                                                                               ;Villlage outside greater Bamako                   ;city region 50km                                  ;41.17183;8953;32.02971156;0;Kati                                              ;Rural                                             ;city region 50km                                  ;1.106836111
939;Dalakana                                                                                            ;Villlage outside greater Bamako                   ;city region 50km                                  ;41.203305;8954;28.06924258;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.794013889
1009;Kamale                                                                                              ;Village outside greater Bamako                    ;city region 50km                                  ;41.279633;8954;27.56728589;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.536055556
116;Dialakoroba                                                                                         ;Town outside greater Bamako                       ;city region 50km                                  ;42.519387;6224;14.80721885;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.619669444
718;Bougoula (in Sanakoroba, Kati)                                                                      ;town within greater Bamako                        ;city region 50km                                  ;42.992061;6224;18.70998645;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;1.042633333
765;Massala (in Koulakoulikoro, Koulikoro)                                                              ;town within greater Bamako                        ;city region 50km                                  ;43.054757;1462;10.33690896;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;0.903008333
1026;Kola (Dialakoroba)                                                                                  ;Suburb outside greater Bamako                     ;city region 50km                                  ;43.981802;6224;17.72047138;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.897308333
1002;Diossobougou                                                                                        ;                                                  ;city region 50km                                  ;45.202517;1462;29.3888946;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;1.430125
1036;Kayo                                                                                                ;Suburb outside greater Bamako                     ;city region 50km                                  ;46.940198;1462;6.854157047;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;0.932711111
27;Siby                                                                                                ;Town outside greater Bamako                       ;city region 50km                                  ;47.620972;8954;33.83588335;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.637636111
989;Sirakoro (For checkpoint S?nou)                                                                     ;Village outside greater Bamako                    ;city region 50km                                  ;48.188741;6224;28.40050248;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;1.474213889
1049;Dialakoro                                                                                           ;Village outside greater Bamako                    ;city region 50km                                  ;48.290134;1462;26.23365784;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;1.590230556
1022;Kobada (Siby)                                                                                       ;Suburb outside greater Bamako                     ;city region 50km                                  ;48.420988;8954;34.65414856;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;0.740722222
1003;Faya                                                                                                ;                                                  ;city region 50km                                  ;48.710832;1462;10.49168503;51030;Koulikoro                                         ;Rural                                             ;city region 50km                                  ;1.396605556
1053;Bananzole (Quelessebougou)                                                                          ;Village outside greater Bamako                    ;city region 50km                                  ;48.99348;6224;21.24167534;12476;Sanankoroba                                       ;Rural                                             ;city region 50km                                  ;0.713827778
1051;Djoulafoundou                                                                                       ;Village outside greater Bamako                    ;city region 50km                                  ;49.753562;8954;36.10745243;0;Kanadjiguila                                      ;Rural                                             ;city region 50km                                  ;1.039172222
1108;Kour?mal?  (Guin?e)                                                                                 ;City abroad                                       ;ECOWAS                                            ;118.80868;712;69.60820053;99000;Siguiri                                           ;Rural                                             ;ECOWAS                                            ;1.558655556
1122;Niagassola (Guin?e)                                                                                 ;City abroad                                       ;ECOWAS                                            ;127.452407;6313;73.39086722;12283;Badinko                                           ;Rural                                             ;ECOWAS                                            ;2.348522222
1013;Siguiri (Guin?e)                                                                                    ;City abroad                                       ;ECOWAS                                            ;186.688883;712;0.782119601;99000;Siguiri                                           ;Urban                                             ;ECOWAS                                            ;2.504508333
1082;Koleda (Guin?e)                                                                                     ;City abroad                                       ;ECOWAS                                            ;230.981448;2939;40.91258516;27010;Kintinian                                         ;Rural                                             ;ECOWAS                                            ;
1010;Kankan (Guin?e)                                                                                     ;City abroad                                       ;ECOWAS                                            ;288.830617;348;2.968170232;202582;Kankan                                            ;Urban                                             ;ECOWAS                                            ;4.032186111
1050;Dialakoro (Guine?)                                                                                  ;City abroad                                       ;ECOWAS                                            ;381.542582;2289;26.69115168;34071;Dabola                                            ;Rural                                             ;ECOWAS                                            ;7.34765
967;Banfora (Burkina Faso)                                                                              ;City abroad                                       ;ECOWAS                                            ;417.25196;709;2.19026376;99401;Banfora                                           ;Urban                                             ;ECOWAS                                            ;6.9648
849;Bobo-Dioulasso (Burkina Faso)                                                                       ;City abroad                                       ;ECOWAS                                            ;435.827414;104;4.116584854;667853;Bobo-Dioulasso                                    ;Urban                                             ;ECOWAS                                            ;6.534313889
1118;Korhogo (C?te d'Ivoire)                                                                             ;City abroad                                       ;ECOWAS                                            ;437.169458;266;0.550163614;250310;Korhogo                                           ;Urban                                             ;ECOWAS                                            ;7.973366667
938;Guin?e                                                                                              ;Foreign country                                   ;ECOWAS                                            ;438.436125;;;;;;ECOWAS                                            ;
1066;Beyla (Guine?)                                                                                      ;City abroad                                       ;ECOWAS                                            ;443.184854;4022;0.440128035;20019;Beyla                                             ;Urban                                             ;ECOWAS                                            ;7.564966667
1083;Kissidougou (Guin?e)                                                                                ;City abroad                                       ;ECOWAS                                            ;445.509345;665;0.410317514;105420;Kissidougou                                       ;Urban                                             ;ECOWAS                                            ;6.230022222
1063;Ferkess?dougou (C?te d'Ivoire)                                                                      ;City abroad                                       ;ECOWAS                                            ;455.671344;1262;2.49439161;58850;Ferkessedougou                                    ;Urban                                             ;ECOWAS                                            ;7.174566667
947;Segu?la (C?te d'Ivoire)                                                                             ;City abroad                                       ;ECOWAS                                            ;537.036645;1583;1.639153393;47468;Seguela                                           ;Urban                                             ;ECOWAS                                            ;14.60693056
942;Man (C?te d'Ivoire)                                                                                 ;City abroad                                       ;ECOWAS                                            ;579.641842;454;2.766755015;154617;Man                                               ;Urban                                             ;ECOWAS                                            ;12.76094167
936;Bouak? (C?te d'Ivoire)                                                                              ;City abroad                                       ;ECOWAS                                            ;633.365959;125;2.057204567;552444;Bouake                                            ;Urban                                             ;ECOWAS                                            ;9.979622222
999;Daloa (C?te d'Ivoire)                                                                               ;City abroad                                       ;ECOWAS                                            ;659.235051;252;1.502792862;260984;Daloa                                             ;Urban                                             ;ECOWAS                                            ;12.73145
847;Burkina Faso                                                                                        ;Foreign country                                   ;ECOWAS                                            ;701.313412;;;;;;ECOWAS                                            ;10.65980556
848;Ouagadougou (Burkina Faso)                                                                          ;City abroad                                       ;ECOWAS                                            ;706.832758;31;1.143927812;2299007;Ouagadougou                                       ;Urban                                             ;ECOWAS                                            ;10.73350833
1064;Yamoussoukro (C?te d'Ivoire)                                                                        ;City abroad                                       ;ECOWAS                                            ;710.819553;311;1.221159046;220423;Yamoussoukro                                      ;Urban                                             ;ECOWAS                                            ;11.130875
1070;Oum? (Cote d'ivoire)                                                                                ;City abroad                                       ;ECOWAS                                            ;748.488011;1623;0.378917141;46462;Oume                                              ;Urban                                             ;ECOWAS                                            ;12.16176667
1117;Koroko (C?te d'Ivoire)                                                                              ;City abroad                                       ;ECOWAS                                            ;766.051573;7593;17.31221328;10029;Assuefry                                          ;Rural                                             ;ECOWAS                                            ;15.77091111
839;Abengourou (C?te d'Ivoire)                                                                          ;City abroad                                       ;ECOWAS                                            ;819.912272;647;1.795590841;108296;Abengourou                                        ;Urban                                             ;ECOWAS                                            ;14.38973611
